0,297.656,2.34375,300
2.34375,297.656,4.6875,300
0,295.312,2.34375,297.656
2.34375,295.312,4.6875,297.656
4.6875,297.656,7.03125,300
7.03125,297.656,9.375,300
4.6875,296.484,5.85938,297.656
5.85938,296.484,7.03125,297.656
4.6875,295.312,5.85938,296.484
5.85938,295.312,7.03125,296.484
7.03125,295.312,9.375,297.656
0,294.141,1.17188,295.312
1.17188,294.141,2.34375,295.312
0,292.969,1.17188,294.141
1.17188,292.969,2.34375,294.141
2.34375,292.969,4.6875,295.312
0,290.625,2.34375,292.969
2.34375,290.625,4.6875,292.969
4.6875,294.141,5.85938,295.312
5.85938,294.141,7.03125,295.312
4.6875,292.969,5.85938,294.141
5.85938,292.969,7.03125,294.141
7.03125,292.969,9.375,295.312
4.6875,291.797,5.85938,292.969
5.85938,291.797,7.03125,292.969
4.6875,290.625,5.85938,291.797
5.85938,290.625,7.03125,291.797
7.03125,291.797,8.20312,292.969
8.20312,291.797,9.375,292.969
7.03125,290.625,8.20312,291.797
8.20312,290.625,9.375,291.797
9.375,297.656,11.7188,300
11.7188,298.828,12.8906,300
12.8906,298.828,14.0625,300
11.7188,297.656,12.8906,298.828
12.8906,297.656,14.0625,298.828
9.375,295.312,11.7188,297.656
11.7188,295.312,14.0625,297.656
14.0625,297.656,16.4062,300
16.4062,297.656,18.75,300
14.0625,295.312,16.4062,297.656
16.4062,295.312,18.75,297.656
9.375,292.969,11.7188,295.312
11.7188,294.141,12.8906,295.312
12.8906,294.141,14.0625,295.312
11.7188,292.969,12.8906,294.141
12.8906,292.969,14.0625,294.141
9.375,290.625,11.7188,292.969
11.7188,290.625,14.0625,292.969
14.0625,292.969,16.4062,295.312
16.4062,294.141,17.5781,295.312
17.5781,294.141,18.75,295.312
16.4062,292.969,17.5781,294.141
17.5781,292.969,18.75,294.141
14.0625,290.625,16.4062,292.969
16.4062,290.625,18.75,292.969
0,288.281,2.34375,290.625
2.34375,288.281,4.6875,290.625
0,287.109,1.17188,288.281
1.17188,287.109,2.34375,288.281
0,286.523,0.585938,287.109
0.585938,286.523,1.17188,287.109
0,285.938,0.585938,286.523
0.585938,285.938,1.17188,286.523
1.17188,285.938,2.34375,287.109
2.34375,287.109,3.51562,288.281
3.51562,287.109,4.6875,288.281
2.34375,285.938,3.51562,287.109
3.51562,285.938,4.6875,287.109
4.6875,288.281,7.03125,290.625
7.03125,288.281,9.375,290.625
4.6875,287.109,5.85938,288.281
5.85938,287.109,7.03125,288.281
4.6875,285.938,5.85938,287.109
5.85938,285.938,7.03125,287.109
7.03125,287.109,8.20312,288.281
8.20312,287.109,9.375,288.281
7.03125,285.938,8.20312,287.109
8.20312,285.938,9.375,287.109
0,283.594,2.34375,285.938
2.34375,283.594,4.6875,285.938
0,282.422,1.17188,283.594
1.17188,282.422,2.34375,283.594
0,281.25,1.17188,282.422
1.17188,281.25,2.34375,282.422
2.34375,281.25,4.6875,283.594
4.6875,283.594,7.03125,285.938
7.03125,283.594,9.375,285.938
4.6875,281.25,7.03125,283.594
7.03125,281.25,9.375,283.594
9.375,288.281,11.7188,290.625
11.7188,288.281,14.0625,290.625
9.375,285.938,11.7188,288.281
11.7188,287.109,12.8906,288.281
12.8906,287.109,14.0625,288.281
11.7188,285.938,12.8906,287.109
12.8906,285.938,14.0625,287.109
14.0625,288.281,16.4062,290.625
16.4062,288.281,18.75,290.625
14.0625,285.938,16.4062,288.281
16.4062,285.938,18.75,288.281
9.375,283.594,11.7188,285.938
11.7188,283.594,14.0625,285.938
9.375,281.25,11.7188,283.594
11.7188,281.25,14.0625,283.594
14.0625,283.594,16.4062,285.938
16.4062,283.594,18.75,285.938
14.0625,281.25,16.4062,283.594
16.4062,281.25,18.75,283.594
18.75,297.656,21.0938,300
21.0938,297.656,23.4375,300
18.75,295.312,21.0938,297.656
21.0938,295.312,23.4375,297.656
23.4375,297.656,25.7812,300
25.7812,298.828,26.9531,300
26.9531,298.828,28.125,300
25.7812,297.656,26.9531,298.828
26.9531,297.656,28.125,298.828
23.4375,295.312,25.7812,297.656
25.7812,295.312,28.125,297.656
18.75,294.141,19.9219,295.312
19.9219,294.141,21.0938,295.312
18.75,292.969,19.9219,294.141
19.9219,292.969,21.0938,294.141
21.0938,292.969,23.4375,295.312
18.75,290.625,21.0938,292.969
21.0938,290.625,23.4375,292.969
23.4375,294.141,24.6094,295.312
